Brand,Model,Year,Price,KM_Driven,Fuel_Type,Transmission,Condition,Location,Seller_Type,Phone,Days_Listed,Views,Body_Type
Hyundai,i20,2018,67768,113107,Gasoline,Manual,Good,Meknes,Private,+212772521992,75,408,Pickup
Citroen,Berlingo,2022,147957,61634,Gasoline,Automatic,Very Good,Fes,Private,+212715714642,141,162,Van
Dacia,Lodgy,2019,90761,138460,Gasoline,Manual,Very Good,Casablanca,Private,+212735472100,21,93,Hatchback
Dacia,Sandero,2022,110855,51525,Gasoline,Automatic,Very Good,Tangier,Private,+212688082940,1,484,SUV
Citroen,Berlingo,2020,119508,72419,Diesel,Automatic,Very Good,Casablanca,Dealer,+212619930202,91,429,Coupe
Peugeot,208,2023,167374,39707,Gasoline,Manual,Excellent,Agadir,Private,+212632121866,156,388,Van
Renault,Captur,2023,199465,33280,Diesel,Manual,Very Good,Tangier,Private,+212713467914,77,385,Pickup
Hyundai,i10,2018,60178,165191,Gasoline,Manual,Excellent,Tetouan,Private,+212672789445,33,560,SUV
Dacia,Logan,2022,124292,59537,Gasoline,Automatic,Very Good,Tangier,Private,+212786705717,45,237,SUV
Renault,Captur,2024,241348,17008,Gasoline,Manual,Very Good,Tangier,Private,+212787099604,134,199,SUV
Toyota,Land Cruiser,2018,365892,114617,Diesel,Manual,Good,Casablanca,Private,+212635497523,58,304,Sedan
Peugeot,3008,2021,239762,57620,Hybrid,Manual,Very Good,Kenitra,Dealer,+212730705706,24,369,Van
Renault,Clio,2022,121744,35140,Diesel,Manual,Very Good,Marrakech,Private,+212728939365,4,323,Sedan
Nissan,X-Trail,2023,349465,35091,Diesel,Manual,Very Good,Marrakech,Dealer,+212713264592,72,726,SUV
Hyundai,Tucson,2023,277546,38216,Diesel,Manual,Good,Casablanca,Private,+212676408022,115,300,SUV
Ford,Focus,2020,108875,107059,Diesel,Manual,Good,Rabat,Dealer,+212643345355,38,484,Hatchback
Renault,Captur,2021,135841,95109,Gasoline,Manual,Good,Meknes,Private,+212713713961,103,323,SUV
Dacia,Duster,2022,139060,56865,Diesel,Automatic,Good,Oujda,Dealer,+212711433523,127,89,Pickup
Peugeot,308,2019,133694,87797,Gasoline,Manual,Excellent,Marrakech,Private,+212661468639,136,432,Sedan
Volkswagen,Golf,2022,183759,41038,Diesel,Manual,Very Good,Rabat,Private,+212727586072,108,314,Sedan
Ford,Fiesta,2022,117695,65038,Gasoline,Automatic,Good,Marrakech,Private,+212672643082,14,364,Hatchback
Peugeot,308,2021,159157,66894,Gasoline,Manual,Very Good,Marrakech,Private,+212724040411,61,306,Sedan
Toyota,Corolla,2024,225771,19765,Gasoline,Manual,Good,Agadir,Private,+212655999085,54,249,Coupe
Dacia,Duster,2019,90362,86872,Gasoline,Automatic,Good,Rabat,Private,+212615900600,89,378,Sedan
Dacia,Logan,2024,135246,14125,Gasoline,Automatic,Good,Oujda,Dealer,+212714257884,153,648,Hatchback
Renault,Megane,2020,117344,92648,Gasoline,Manual,Good,Rabat,Private,+212737605602,104,274,Sedan
Dacia,Sandero,2019,71633,115944,Gasoline,Manual,Very Good,Fes,Private,+212631060657,163,600,SUV
Peugeot,308,2019,117353,111543,Gasoline,Manual,Very Good,Fes,Private,+212768635577,45,157,Sedan
Renault,Captur,2023,216433,26217,Gasoline,Automatic,Very Good,Tangier,Dealer,+212661849338,32,517,SUV
Dacia,Lodgy,2018,71029,134039,Diesel,Manual,Good,Agadir,Private,+212685685868,115,131,Van
Dacia,Duster,2020,106406,86490,Gasoline,Automatic,Very Good,Tangier,Private,+212667244620,24,448,Sedan
Dacia,Sandero,2021,90377,70975,Gasoline,Automatic,Good,Meknes,Private,+212632838040,134,214,SUV
Renault,Megane,2019,118463,97163,Gasoline,Manual,Very Good,Marrakech,Private,+212687058735,124,221,Hatchback
Dacia,Lodgy,2022,121596,35556,Diesel,Automatic,Good,Casablanca,Private,+212650632286,52,283,Sedan
Hyundai,i20,2023,149181,26979,Gasoline,Automatic,Very Good,Meknes,Dealer,+212760053075,76,698,SUV
Citroen,Berlingo,2020,136548,72502,Diesel,Automatic,Excellent,Casablanca,Private,+212778091077,135,256,Hatchback
Peugeot,2008,2024,261142,18920,Gasoline,Manual,Very Good,Casablanca,Private,+212687332454,171,210,Hatchback
Dacia,Dokker,2020,93915,113769,Gasoline,Manual,Very Good,Rabat,Private,+212681386737,145,439,Sedan
Dacia,Sandero,2019,64164,87585,Gasoline,Manual,Good,Casablanca,Dealer,+212737211222,79,271,Sedan
Renault,Kadjar,2021,210550,59037,Diesel,Automatic,Very Good,Rabat,Dealer,+212611076420,118,323,Sedan
Peugeot,2008,2020,122529,88202,Diesel,Automatic,Good,Oujda,Private,+212649135123,115,66,SUV
Kia,Sportage,2022,272708,64125,Hybrid,Automatic,Very Good,Rabat,Dealer,+212664352512,22,358,SUV
Renault,Kadjar,2019,163385,106877,Diesel,Manual,Very Good,Meknes,Dealer,+212664492177,148,76,SUV
Nissan,Qashqai,2024,333639,12477,Gasoline,Automatic,Very Good,Tangier,Private,+212756387645,33,711,Sedan
Renault,Clio,2018,72768,129051,Diesel,Manual,Very Good,Casablanca,Private,+212674555333,75,141,Sedan
Volkswagen,Passat,2022,264870,52186,Diesel,Manual,Good,Casablanca,Private,+212659904047,169,221,Sedan
Dacia,Sandero,2020,90648,61990,Gasoline,Manual,Very Good,Tangier,Private,+212678125570,102,313,Hatchback
Renault,Megane,2018,109391,83077,Diesel,Manual,Excellent,Casablanca,Private,+212728835310,21,354,Pickup
Renault,Captur,2019,111648,137093,Gasoline,Manual,Good,Kenitra,Private,+212774758283,163,284,Pickup
Dacia,Lodgy,2023,136392,37526,Diesel,Automatic,Good,Marrakech,Private,+212738269919,148,319,SUV
Dacia,Duster,2019,93861,130995,Diesel,Automatic,Good,Rabat,Dealer,+212716483544,160,107,Sedan
Renault,Clio,2022,140395,59342,Gasoline,Manual,Excellent,Fes,Private,+212610118656,161,241,Van
Dacia,Sandero,2020,91483,98495,Gasoline,Manual,Excellent,Casablanca,Dealer,+212680998450,135,403,Sedan
Dacia,Logan,2024,146585,17649,Gasoline,Manual,Good,Rabat,Private,+212642600781,108,674,Sedan
Citroen,C4,2018,109096,110564,Diesel,Manual,Very Good,Tetouan,Dealer,+212763395317,83,123,Hatchback
Toyota,Corolla,2018,106975,120895,Gasoline,Manual,Very Good,Marrakech,Private,+212616453814,37,106,Pickup
Renault,Megane,2020,140230,110721,Diesel,Manual,Excellent,Marrakech,Private,+212785455065,179,482,Sedan
Hyundai,i20,2022,112730,56767,Gasoline,Manual,Good,Tangier,Private,+212655975908,40,546,Hatchback
Peugeot,3008,2024,357049,21635,Diesel,Manual,Very Good,Meknes,Private,+212738007144,135,100,Sedan
Renault,Captur,2024,213692,10963,Diesel,Manual,Good,Rabat,Private,+212799240274,160,219,Hatchback
Renault,Megane,2022,132623,71098,Gasoline,Manual,Fair,Casablanca,Private,+212660214964,81,536,Pickup
Renault,Clio,2022,135341,49851,Gasoline,Automatic,Excellent,Marrakech,Private,+212782346896,9,473,Coupe
Toyota,Hilux,2018,210416,91308,Diesel,Manual,Very Good,Casablanca,Dealer,+212643751912,87,149,Sedan
Dacia,Lodgy,2018,79065,106961,Gasoline,Manual,Very Good,Meknes,Private,+212725604153,90,292,Pickup
Volkswagen,Polo,2023,158160,24964,Diesel,Manual,Very Good,Rabat,Private,+212795065884,150,550,Hatchback
Dacia,Lodgy,2022,100858,64052,Gasoline,Manual,Fair,Tangier,Private,+212797353041,6,193,SUV
Peugeot,208,2018,69386,167683,Gasoline,Automatic,Very Good,Casablanca,Dealer,+212711385065,170,286,Van
Renault,Captur,2020,133473,95641,Gasoline,Manual,Very Good,Casablanca,Private,+212715085825,20,104,Coupe
Ford,Ranger,2021,264550,83641,Diesel,Manual,Very Good,Meknes,Private,+212781810549,85,289,Sedan
Dacia,Lodgy,2019,95875,122425,Gasoline,Manual,Excellent,Casablanca,Dealer,+212638371528,66,517,Pickup
Dacia,Duster,2018,91136,167592,Gasoline,Manual,Excellent,Marrakech,Private,+212681131859,128,344,Hatchback
Dacia,Sandero,2018,66035,103228,Gasoline,Manual,Very Good,Casablanca,Dealer,+212637836163,133,531,SUV
Renault,Megane,2018,105008,118124,Gasoline,Manual,Very Good,Rabat,Private,+212765686491,98,638,Pickup
Volkswagen,Golf,2019,138264,107434,Diesel,Automatic,Excellent,Fes,Private,+212640314226,180,586,Sedan
Renault,Captur,2019,97423,151804,Gasoline,Manual,Good,Agadir,Private,+212621594500,25,89,Sedan
Nissan,Juke,2024,244757,12005,Gasoline,Automatic,Good,Agadir,Private,+212679756796,94,249,SUV
Dacia,Duster,2023,147369,31939,Diesel,Automatic,Good,Fes,Private,+212753089217,147,241,Pickup
Hyundai,Accent,2023,172248,27893,Gasoline,Manual,Very Good,Casablanca,Private,+212780990246,159,618,Coupe
Dacia,Lodgy,2023,150319,40832,Gasoline,Manual,Very Good,Agadir,Dealer,+212644782971,39,481,Sedan
Renault,Captur,2023,207509,28918,Gasoline,Manual,Very Good,Marrakech,Private,+212759374465,9,666,SUV
Citroen,C4,2021,150200,70203,Gasoline,Manual,Good,Rabat,Private,+212616995421,142,371,Coupe
Nissan,X-Trail,2022,297464,43373,Diesel,Manual,Good,Kenitra,Private,+212723833563,148,460,Coupe
Renault,Captur,2023,220903,46100,Diesel,Automatic,Excellent,Casablanca,Private,+212618354286,28,688,Hatchback
Dacia,Sandero,2021,101968,77394,Gasoline,Automatic,Very Good,Agadir,Private,+212719202253,75,162,Sedan
Volkswagen,Golf,2018,126055,80308,Gasoline,Manual,Excellent,Rabat,Private,+212696389596,172,646,SUV
Renault,Clio,2020,97561,65001,Diesel,Manual,Good,Rabat,Private,+212793920233,116,309,Sedan
Citroen,C3,2023,143243,25169,Gasoline,Manual,Good,Rabat,Private,+212683507428,132,278,Hatchback
Peugeot,208,2019,91940,101929,Diesel,Automatic,Very Good,Meknes,Dealer,+212673452423,165,266,Pickup
Renault,Clio,2020,88259,87376,Gasoline,Manual,Very Good,Meknes,Private,+212749830074,71,438,Hatchback
Ford,Focus,2021,157046,64933,Gasoline,Automatic,Very Good,Kenitra,Dealer,+212772846281,74,304,Van
Peugeot,3008,2024,351708,14344,Diesel,Manual,Very Good,Rabat,Dealer,+212683252818,45,501,SUV
Volkswagen,Touareg,2022,623581,59049,Diesel,Automatic,Very Good,Agadir,Dealer,+212671322147,38,140,Pickup
Volkswagen,Touareg,2018,326712,159453,Gasoline,Automatic,Very Good,Tangier,Private,+212650298277,90,315,Van
Dacia,Sandero,2022,117314,55212,Gasoline,Automatic,Very Good,Tetouan,Private,+212621925826,45,543,Hatchback
Dacia,Duster,2019,95821,73982,Diesel,Manual,Good,Rabat,Private,+212785563443,28,478,Sedan
Dacia,Logan,2023,115234,38362,Gasoline,Manual,Good,Casablanca,Private,+212674068975,169,686,SUV
Nissan,Qashqai,2021,192211,64095,Gasoline,Manual,Good,Tangier,Private,+212618354049,129,315,SUV
Citroen,Berlingo,2019,102536,92816,Diesel,Manual,Very Good,Oujda,Dealer,+212649355994,15,568,Hatchback
Nissan,X-Trail,2021,272779,79431,Diesel,Automatic,Good,Tetouan,Private,+212790543400,115,244,Hatchback
Peugeot,208,2023,144913,26755,Gasoline,Manual,Good,Fes,Private,+212656409140,41,598,Hatchback
Citroen,C4,2021,156445,62869,Gasoline,Manual,Very Good,Marrakech,Private,+212711117742,116,75,Hatchback
Renault,Clio,2019,75793,106610,Gasoline,Automatic,Good,Marrakech,Private,+212688385502,23,414,Hatchback
Toyota,Hilux,2020,223060,89717,Diesel,Automatic,Good,Agadir,Private,+212677438416,91,441,SUV
Citroen,C3,2020,109755,58757,Diesel,Manual,Very Good,Rabat,Private,+212764636454,123,423,SUV
Volkswagen,Golf,2018,106066,120736,Diesel,Automatic,Good,Kenitra,Private,+212697058191,138,566,Sedan
Peugeot,5008,2020,264718,86953,Diesel,Automatic,Excellent,Kenitra,Private,+212753963335,116,68,Hatchback
Dacia,Lodgy,2019,80670,122926,Diesel,Manual,Good,Casablanca,Private,+212777875542,159,171,Hatchback
Peugeot,2008,2024,226980,12199,Gasoline,Automatic,Good,Rabat,Dealer,+212691555365,40,600,Pickup
Peugeot,208,2024,205748,16430,Gasoline,Automatic,Excellent,Marrakech,Private,+212787826754,180,387,Hatchback
Dacia,Duster,2021,136969,96439,Gasoline,Manual,Excellent,Marrakech,Private,+212697739349,24,409,Hatchback
Dacia,Duster,2020,110476,71846,Gasoline,Manual,Good,Fes,Private,+212717336102,3,634,SUV
Citroen,C4,2018,91911,132860,Diesel,Manual,Good,Rabat,Private,+212640835513,57,111,Hatchback
Dacia,Dokker,2019,59393,130137,Gasoline,Automatic,Fair,Casablanca,Private,+212794166651,171,230,Hatchback
Renault,Megane,2022,181893,49303,Diesel,Manual,Excellent,Marrakech,Private,+212796690279,166,115,Sedan
Dacia,Logan,2024,177217,12669,Gasoline,Manual,Excellent,Meknes,Private,+212762841069,88,642,Hatchback
Citroen,C5 Aircross,2019,179165,108739,Hybrid,Manual,Very Good,Fes,Dealer,+212799647544,87,69,Pickup
Citroen,C5 Aircross,2024,385141,14742,Diesel,Automatic,Excellent,Fes,Private,+212723747344,119,123,Sedan
Dacia,Logan,2019,80429,126779,Gasoline,Manual,Very Good,Casablanca,Private,+212613861692,49,559,SUV
Toyota,Hilux,2020,245816,111039,Diesel,Automatic,Very Good,Tetouan,Private,+212779106536,107,419,Pickup
Dacia,Lodgy,2023,154502,30027,Gasoline,Manual,Very Good,Marrakech,Private,+212744995159,34,204,Coupe
Renault,Kadjar,2021,184753,62552,Diesel,Manual,Good,Agadir,Private,+212610773665,52,278,Hatchback
Ford,Focus,2019,85177,84647,Gasoline,Automatic,Fair,Marrakech,Private,+212772241881,179,117,Sedan
Renault,Clio,2019,74303,93033,Diesel,Automatic,Good,Fes,Dealer,+212714343140,110,466,SUV
Volkswagen,Passat,2019,182433,91155,Diesel,Manual,Very Good,Marrakech,Private,+212665470359,41,436,Hatchback
Volkswagen,Tiguan,2020,277957,73825,Diesel,Automatic,Excellent,Rabat,Dealer,+212787442768,46,312,Pickup
Kia,Sportage,2021,216417,80720,Hybrid,Manual,Very Good,Fes,Private,+212790402063,7,431,Pickup
Volkswagen,Polo,2022,120792,56231,Gasoline,Manual,Good,Casablanca,Private,+212625258307,35,429,Sedan
Hyundai,i10,2020,73004,90365,Gasoline,Manual,Good,Marrakech,Private,+212613965552,49,608,Pickup
Citroen,C3,2018,78636,116356,Diesel,Manual,Very Good,Rabat,Private,+212620136863,69,144,Pickup
Dacia,Duster,2021,147371,68967,Gasoline,Manual,Excellent,Marrakech,Private,+212750866139,70,301,SUV
Toyota,Land Cruiser,2021,512024,85949,Diesel,Automatic,Good,Marrakech,Private,+212762983173,68,352,Sedan
Peugeot,2008,2021,185058,67773,Gasoline,Automatic,Excellent,Fes,Private,+212620053441,67,158,Hatchback
Toyota,Yaris,2024,178184,21748,Gasoline,Manual,Excellent,Casablanca,Private,+212699008623,106,540,SUV
Toyota,Hilux,2024,489055,20877,Diesel,Manual,Excellent,Tetouan,Private,+212711969776,28,204,Pickup
Dacia,Logan,2023,121304,31245,Gasoline,Manual,Good,Meknes,Private,+212648292220,90,288,Van
Volkswagen,Polo,2021,118523,57689,Gasoline,Manual,Good,Kenitra,Private,+212635332907,101,219,Sedan
Kia,Picanto,2018,68593,136995,Gasoline,Manual,Excellent,Rabat,Private,+212680879582,63,206,Sedan
Toyota,Hilux,2023,346659,35259,Diesel,Manual,Good,Casablanca,Private,+212680682505,106,349,Sedan
Hyundai,Accent,2022,164481,63981,Gasoline,Automatic,Excellent,Fes,Private,+212775525901,128,471,SUV
Dacia,Duster,2018,59849,156582,Gasoline,Automatic,Fair,Rabat,Private,+212659179102,12,79,Hatchback
Volkswagen,Passat,2022,267119,61223,Diesel,Manual,Good,Tangier,Private,+212630824276,32,439,SUV
Toyota,Land Cruiser,2021,588830,92271,Diesel,Automatic,Very Good,Rabat,Private,+212676364998,110,377,SUV
Ford,Ranger,2020,215084,82977,Diesel,Manual,Good,Tetouan,Dealer,+212744859308,35,488,Sedan
Hyundai,Accent,2023,195102,45051,Gasoline,Automatic,Excellent,Rabat,Dealer,+212698693094,161,133,SUV
Renault,Megane,2021,163658,67028,Diesel,Automatic,Very Good,Casablanca,Private,+212642448709,134,222,Sedan
Volkswagen,Polo,2021,116731,68469,Gasoline,Automatic,Good,Agadir,Dealer,+212663620924,146,521,SUV
Dacia,Duster,2018,86576,111124,Diesel,Manual,Very Good,Kenitra,Private,+212674502883,153,304,SUV
Dacia,Sandero,2021,91931,58337,Gasoline,Manual,Good,Kenitra,Private,+212660561668,107,582,Sedan
Dacia,Logan,2019,76978,101593,Gasoline,Manual,Very Good,Fes,Dealer,+212691101476,103,471,Sedan
Dacia,Dokker,2021,111888,66037,Gasoline,Manual,Very Good,Casablanca,Private,+212687941714,89,527,SUV
Volkswagen,Tiguan,2024,365832,10768,Gasoline,Manual,Good,Fes,Private,+212767344512,104,502,Pickup
Dacia,Duster,2019,91174,82976,Diesel,Manual,Good,Tangier,Private,+212718844720,54,188,Coupe
Citroen,Berlingo,2018,95196,104261,Diesel,Manual,Excellent,Meknes,Dealer,+212782774039,149,334,Sedan
Renault,Kadjar,2019,149755,99986,Diesel,Manual,Very Good,Marrakech,Private,+212673901323,147,613,Hatchback
Dacia,Lodgy,2022,98635,58154,Diesel,Manual,Fair,Casablanca,Private,+212775547698,164,538,Sedan
Volkswagen,Tiguan,2021,260583,67986,Diesel,Automatic,Good,Casablanca,Dealer,+212779178324,24,205,Hatchback
Kia,Rio,2018,72440,103721,Gasoline,Manual,Very Good,Rabat,Private,+212757036280,156,222,Sedan
Dacia,Lodgy,2020,95175,101554,Gasoline,Automatic,Very Good,Rabat,Private,+212753268588,148,471,Coupe
Ford,Ranger,2024,381252,14846,Diesel,Automatic,Good,Rabat,Private,+212640067170,176,139,Coupe
Kia,Picanto,2022,98241,46535,Gasoline,Automatic,Good,Rabat,Private,+212658884107,2,170,Hatchback
Dacia,Sandero,2021,94636,58335,Gasoline,Automatic,Good,Casablanca,Private,+212691918792,14,487,Sedan
Toyota,Hilux,2020,193412,101346,Diesel,Manual,Fair,Casablanca,Private,+212615363466,175,101,SUV
Dacia,Duster,2022,138868,38174,Gasoline,Automatic,Good,Tangier,Private,+212711370092,15,539,Sedan
Peugeot,308,2022,174545,57864,Diesel,Manual,Very Good,Meknes,Private,+212677198875,81,106,SUV
Renault,Captur,2021,146969,45544,Diesel,Manual,Good,Rabat,Dealer,+212685580855,12,620,SUV
Peugeot,208,2021,110658,61285,Gasoline,Automatic,Good,Meknes,Private,+212637182802,101,408,Hatchback
Kia,Sportage,2021,185623,82854,Hybrid,Manual,Good,Agadir,Dealer,+212783644614,27,497,Sedan
Ford,Fiesta,2020,100149,77424,Gasoline,Manual,Very Good,Rabat,Dealer,+212769055863,53,530,Sedan
Renault,Kadjar,2018,137946,143562,Gasoline,Manual,Very Good,Agadir,Private,+212796152564,45,461,Sedan
Renault,Kadjar,2019,149949,101292,Gasoline,Manual,Very Good,Tetouan,Dealer,+212758177110,105,91,Hatchback
Dacia,Logan,2019,71514,92650,Gasoline,Manual,Good,Fes,Private,+212656784096,155,237,Sedan
Toyota,Corolla,2023,239289,25972,Gasoline,Manual,Excellent,Casablanca,Dealer,+212675293114,125,159,Sedan
Toyota,Hilux,2022,335644,50022,Diesel,Manual,Good,Agadir,Private,+212790783164,91,324,Hatchback
Dacia,Duster,2023,165720,34998,Gasoline,Automatic,Very Good,Casablanca,Private,+212776077243,39,700,Sedan
Dacia,Duster,2024,189860,16426,Diesel,Manual,Very Good,Rabat,Private,+212663519283,7,249,SUV
Dacia,Dokker,2018,83198,137580,Gasoline,Manual,Excellent,Kenitra,Private,+212783966142,8,638,SUV
Volkswagen,Golf,2019,126724,69701,Diesel,Automatic,Good,Tetouan,Private,+212763097109,159,555,Hatchback
Kia,Sportage,2024,249442,17380,Hybrid,Automatic,Fair,Casablanca,Private,+212738518779,87,567,Sedan
Dacia,Sandero,2024,144241,16847,Gasoline,Automatic,Very Good,Tetouan,Dealer,+212748849061,57,768,Hatchback
Ford,Ranger,2020,248153,86901,Diesel,Automatic,Excellent,Casablanca,Private,+212682222417,178,103,Sedan
Volkswagen,Passat,2018,153909,98467,Diesel,Manual,Good,Fes,Private,+212722291178,145,277,Hatchback
Citroen,C5 Aircross,2020,141400,88376,Hybrid,Automatic,Fair,Casablanca,Private,+212677653676,6,354,Sedan
Peugeot,2008,2022,140494,49859,Diesel,Manual,Fair,Tetouan,Dealer,+212797172730,127,503,SUV
Hyundai,Tucson,2019,199831,114982,Hybrid,Automatic,Excellent,Tangier,Private,+212663885480,108,275,Hatchback
Dacia,Sandero,2021,65682,90440,Gasoline,Manual,Fair,Rabat,Dealer,+212733458881,157,607,SUV
Dacia,Sandero,2023,129362,24152,Gasoline,Manual,Very Good,Rabat,Private,+212764070581,54,413,Sedan
Dacia,Sandero,2018,44623,161635,Gasoline,Manual,Fair,Rabat,Private,+212785922218,36,388,SUV
Toyota,Corolla,2018,98846,115641,Hybrid,Manual,Good,Casablanca,Private,+212783814761,45,83,Sedan
Dacia,Lodgy,2019,78007,83793,Diesel,Automatic,Good,Tetouan,Dealer,+212737735363,8,79,SUV
Volkswagen,Golf,2019,128615,119962,Diesel,Manual,Very Good,Casablanca,Private,+212647620235,114,118,Hatchback
Dacia,Sandero,2018,68897,110631,Gasoline,Automatic,Very Good,Fes,Private,+212747420631,76,561,Sedan
Kia,Sportage,2022,232307,39008,Hybrid,Manual,Good,Marrakech,Private,+212631806286,55,290,Sedan
Dacia,Logan,2019,76039,83952,Gasoline,Manual,Very Good,Meknes,Dealer,+212651632567,81,452,SUV
Kia,Sportage,2023,273390,28466,Diesel,Manual,Good,Casablanca,Private,+212620352457,68,277,Sedan
Renault,Talisman,2019,181852,89894,Gasoline,Manual,Very Good,Rabat,Dealer,+212631881714,106,219,SUV
Dacia,Logan,2018,62969,139773,Gasoline,Manual,Good,Casablanca,Private,+212676265047,71,436,SUV
Renault,Captur,2022,203165,66251,Gasoline,Manual,Excellent,Rabat,Private,+212633629590,63,76,Van
Citroen,C3,2023,138462,34252,Gasoline,Manual,Very Good,Rabat,Private,+212641510284,125,573,Sedan
Nissan,Qashqai,2018,127526,109637,Diesel,Manual,Good,Casablanca,Private,+212620862883,164,318,Coupe
Dacia,Dokker,2021,116935,58374,Diesel,Automatic,Very Good,Marrakech,Private,+212738551970,50,378,Sedan
Dacia,Duster,2023,153657,43721,Diesel,Manual,Good,Casablanca,Private,+212640811348,3,163,Hatchback
Nissan,X-Trail,2018,166425,117854,Diesel,Manual,Good,Rabat,Private,+212722517562,179,373,Sedan
Peugeot,308,2019,121402,143703,Gasoline,Automatic,Very Good,Agadir,Private,+212725194856,172,648,Hatchback
Dacia,Duster,2021,105558,77178,Gasoline,Manual,Fair,Fes,Private,+212787684247,85,157,Hatchback
Dacia,Sandero,2018,60966,93989,Gasoline,Manual,Good,Tangier,Private,+212752882613,130,393,SUV
Toyota,Corolla,2022,185937,74893,Gasoline,Manual,Very Good,Tangier,Private,+212728170715,20,330,Sedan
Volkswagen,Polo,2024,191655,23884,Diesel,Automatic,Excellent,Casablanca,Private,+212681073324,169,385,Van
Peugeot,2008,2020,128518,92298,Diesel,Automatic,Good,Fes,Dealer,+212735068661,1,224,Coupe
Dacia,Lodgy,2018,84519,101370,Diesel,Manual,Excellent,Meknes,Private,+212687852839,83,156,Pickup
Dacia,Sandero,2021,78220,76704,Gasoline,Automatic,Fair,Agadir,Private,+212690569318,87,279,Hatchback
Renault,Captur,2021,123285,67050,Diesel,Manual,Fair,Rabat,Private,+212775857748,2,153,Coupe
Ford,Mustang,2021,485866,81275,Gasoline,Automatic,Excellent,Casablanca,Private,+212671133130,65,200,SUV
Dacia,Sandero,2021,81682,89514,Gasoline,Manual,Good,Fes,Private,+212716748673,83,104,SUV
Dacia,Duster,2021,145152,76158,Gasoline,Automatic,Excellent,Tangier,Private,+212750889972,82,429,SUV
Hyundai,i20,2021,109230,89937,Gasoline,Automatic,Very Good,Tangier,Dealer,+212716278335,4,650,SUV
Renault,Megane,2022,185339,57129,Gasoline,Automatic,Excellent,Fes,Dealer,+212650935432,60,468,Sedan
Ford,Focus,2019,80583,113645,Diesel,Manual,Fair,Agadir,Private,+212686547024,111,123,Hatchback
Volkswagen,Passat,2018,150974,90125,Diesel,Manual,Good,Tangier,Private,+212773719461,26,330,SUV
Dacia,Sandero,2018,51671,134700,Gasoline,Manual,Fair,Kenitra,Private,+212626093929,101,180,Van
Volkswagen,Golf,2018,87110,112098,Gasoline,Manual,Fair,Tangier,Dealer,+212725091403,82,630,Sedan
Volkswagen,Polo,2018,71094,106289,Gasoline,Manual,Good,Marrakech,Dealer,+212620596700,105,383,Hatchback
Peugeot,3008,2023,276777,40856,Hybrid,Manual,Good,Casablanca,Private,+212743911767,82,739,Sedan
Renault,Talisman,2019,130622,133157,Diesel,Manual,Fair,Casablanca,Private,+212689977068,89,490,Sedan
Citroen,C5 Aircross,2024,329750,17324,Hybrid,Manual,Very Good,Casablanca,Private,+212633442981,42,100,Coupe
Toyota,Yaris,2023,125197,45459,Gasoline,Automatic,Good,Rabat,Private,+212784101778,63,442,Hatchback
Renault,Kadjar,2021,240813,75906,Diesel,Automatic,Excellent,Marrakech,Dealer,+212664483990,76,416,Sedan
Citroen,C5 Aircross,2022,273317,36656,Hybrid,Automatic,Very Good,Rabat,Private,+212785256859,98,477,Hatchback
Hyundai,i10,2021,84511,78978,Gasoline,Manual,Good,Marrakech,Dealer,+212721388332,141,297,SUV
Citroen,Berlingo,2018,81419,143287,Gasoline,Automatic,Good,Meknes,Private,+212796953873,164,533,Hatchback
Hyundai,Accent,2020,110269,87163,Gasoline,Automatic,Very Good,Fes,Private,+212615150787,27,172,Pickup
Peugeot,2008,2019,129386,112654,Diesel,Manual,Very Good,Kenitra,Private,+212653276102,16,587,Sedan
Renault,Talisman,2020,179144,86073,Gasoline,Manual,Good,Casablanca,Private,+212738502960,51,178,SUV
Kia,Rio,2019,77603,95142,Gasoline,Manual,Good,Casablanca,Private,+212652951280,174,211,SUV
Hyundai,Accent,2019,93542,107678,Gasoline,Manual,Good,Casablanca,Private,+212614639434,152,282,Hatchback
Toyota,Hilux,2024,486036,16182,Diesel,Automatic,Excellent,Casablanca,Private,+212676533283,146,343,Van
Ford,Kuga,2023,328081,28949,Hybrid,Manual,Very Good,Marrakech,Dealer,+212670403208,142,444,Hatchback
Dacia,Sandero,2020,61523,80342,Gasoline,Manual,Fair,Fes,Private,+212635337061,113,305,Van
Hyundai,i20,2022,119856,68132,Gasoline,Manual,Good,Marrakech,Private,+212744525267,15,560,Hatchback
Dacia,Logan,2018,71723,149425,Gasoline,Manual,Very Good,Rabat,Private,+212693507826,142,393,Hatchback
Renault,Captur,2023,157768,29744,Gasoline,Manual,Fair,Tetouan,Dealer,+212656109065,158,330,Hatchback
Dacia,Logan,2018,73020,149502,Gasoline,Manual,Very Good,Kenitra,Private,+212734252164,136,347,SUV
Renault,Clio,2018,85157,137104,Diesel,Manual,Excellent,Casablanca,Private,+212665347971,6,643,Pickup
Peugeot,2008,2023,196636,28594,Gasoline,Manual,Good,Kenitra,Private,+212652621394,18,391,Sedan
Dacia,Duster,2019,102608,87918,Gasoline,Manual,Very Good,Casablanca,Private,+212735375130,101,461,Sedan
Dacia,Lodgy,2019,89815,104126,Gasoline,Manual,Very Good,Marrakech,Private,+212644659657,137,570,Hatchback
Dacia,Logan,2024,164190,19021,Gasoline,Manual,Very Good,Agadir,Private,+212695693040,172,358,Van
